data_somministrazione,area,totale,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,dose_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-09-17,EMR,18090,9950,8140,4509,13085,496,0,0,ITH,ITH5,8,Emilia-Romagna
2021-11-09,TOS,11299,5317,5982,816,2601,103,774,7005,ITI,ITI1,9,Toscana
2020-12-31,PAB,930,529,401,923,0,7,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-05-10,PIE,28856,13959,14897,15247,12838,771,0,0,ITC,ITC1,1,Piemonte
2021-06-06,PAB,4564,2190,2374,923,3582,59,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-25,UMB,2674,1275,1399,231,730,28,368,1317,ITI,ITI2,10,Umbria
2021-05-24,SIC,35900,17457,18443,15666,19994,240,0,0,ITG,ITG1,19,Sicilia
2021-08-21,ABR,3840,2097,1743,1726,1988,126,0,0,ITF,ITF1,13,Abruzzo
2021-09-03,LAZ,26085,13611,12474,7329,18259,497,0,0,ITI,ITI4,12,Lazio
2021-09-10,SAR,10289,5471,4818,2646,7470,173,0,0,ITG,ITG2,20,Sardegna
2021-09-13,TOS,18580,9886,8694,3606,14587,387,0,0,ITI,ITI1,9,Toscana
2021-10-25,FVG,3269,1792,1477,352,1621,18,178,1100,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-13,EMR,16243,7492,8751,1520,2345,128,2189,10061,ITH,ITH5,8,Emilia-Romagna
2021-01-30,PIE,6052,2167,3885,376,5639,37,0,0,ITC,ITC1,1,Piemonte
2021-02-26,PAB,1529,552,977,1438,29,62,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-05,PUG,17764,7206,10558,15115,2236,413,0,0,ITF,ITF4,16,Puglia
2021-09-04,MOL,1642,907,735,688,931,23,0,0,ITF,ITF2,14,Molise
2021-11-02,MAR,3925,2116,1809,321,1884,52,296,1372,ITI,ITI3,11,Marche
2021-11-04,VEN,14841,7519,7322,1446,4993,98,647,7657,ITH,ITH3,5,Veneto
2021-02-04,LOM,28050,8182,19868,3729,24147,174,0,0,ITC,ITC4,3,Lombardia
2021-03-28,SIC,10992,5152,5840,6905,4004,83,0,0,ITG,ITG1,19,Sicilia
2021-06-25,ABR,11062,5480,5582,4921,5991,150,0,0,ITF,ITF1,13,Abruzzo
2021-08-01,LIG,1490,856,634,150,1338,2,0,0,ITC,ITC3,7,Liguria
2021-11-06,SAR,2607,1297,1310,174,863,7,188,1375,ITG,ITG2,20,Sardegna
2021-11-07,PAB,10,6,4,0,0,0,0,10,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-11,LOM,17148,5032,12116,9301,6868,979,0,0,ITC,ITC4,3,Lombardia
2021-03-04,CAL,5501,3198,2303,4682,787,32,0,0,ITF,ITF6,18,Calabria
2021-04-07,TOS,35862,15488,20374,28124,7252,486,0,0,ITI,ITI1,9,Toscana
2021-07-18,LOM,97120,50600,46520,8741,87661,718,0,0,ITC,ITC4,3,Lombardia
2021-02-20,LAZ,9270,4296,4974,8294,785,191,0,0,ITI,ITI4,12,Lazio
2021-02-25,CAM,12447,4488,7959,10949,1164,334,0,0,ITF,ITF3,15,Campania
2021-03-31,LIG,11959,5293,6666,9009,2771,179,0,0,ITC,ITC3,7,Liguria
2021-04-24,PUG,29509,13443,16066,25052,3950,507,0,0,ITF,ITF4,16,Puglia
2021-08-28,MOL,1747,975,772,664,1067,16,0,0,ITF,ITF2,14,Molise
2021-09-10,SIC,25219,12581,12638,8809,15961,449,0,0,ITG,ITG1,19,Sicilia
2021-10-11,PIE,18027,9229,8798,4677,6609,281,418,6042,ITC,ITC1,1,Piemonte
2021-11-01,UMB,839,463,376,82,351,12,209,185,ITI,ITI2,10,Umbria
2021-01-06,CAL,958,520,438,957,0,1,0,0,ITF,ITF6,18,Calabria
2021-04-09,LOM,52486,22411,30075,35370,15761,1355,0,0,ITC,ITC4,3,Lombardia
2021-06-12,CAL,13248,6300,6948,10773,2399,76,0,0,ITF,ITF6,18,Calabria
2021-07-18,VEN,37726,19766,17960,3930,33526,270,0,0,ITH,ITH3,5,Veneto
2021-09-09,PAB,1710,873,837,702,970,38,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-26,PUG,13821,5076,8745,12408,1040,373,0,0,ITF,ITF4,16,Puglia
2021-05-31,LAZ,51861,23102,28759,30819,19857,1185,0,0,ITI,ITI4,12,Lazio
2021-07-15,SIC,48457,22490,25967,7980,40158,319,0,0,ITG,ITG1,19,Sicilia
2021-09-05,UMB,3403,1800,1603,267,3121,15,0,0,ITI,ITI2,10,Umbria
2021-09-26,ABR,1455,795,660,561,838,55,0,1,ITF,ITF1,13,Abruzzo
2020-12-31,PUG,1639,786,853,1614,0,25,0,0,ITF,ITF4,16,Puglia
2021-01-10,BAS,77,24,53,77,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-15,ABR,385,155,230,371,0,14,0,0,ITF,ITF1,13,Abruzzo
2021-02-07,MAR,1872,735,1137,335,1524,13,0,0,ITI,ITI3,11,Marche
2021-02-16,LIG,2437,962,1475,1970,408,59,0,0,ITC,ITC3,7,Liguria
2021-03-16,FVG,3212,1313,1899,1014,2010,188,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-06-16,BAS,4607,2087,2520,2131,2454,22,0,0,ITF,ITF5,17,Basilicata
2021-07-23,LIG,20061,10336,9725,5090,14780,191,0,0,ITC,ITC3,7,Liguria
2021-08-20,FVG,6375,3598,2777,2785,3305,285,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-07-20,EMR,43171,22566,20605,6719,35704,748,0,0,ITH,ITH5,8,Emilia-Romagna
2021-08-08,TOS,25077,12942,12135,14592,9921,564,0,0,ITI,ITI1,9,Toscana
2021-04-20,BAS,4164,1987,2177,2185,1949,30,0,0,ITF,ITF5,17,Basilicata
2021-05-12,FVG,11246,5196,6050,9242,1420,584,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-27,LIG,17026,8725,8301,12616,4136,274,0,0,ITC,ITC3,7,Liguria
2021-09-01,SAR,8245,4308,3937,3117,5037,91,0,0,ITG,ITG2,20,Sardegna
2021-01-11,TOS,5185,1719,3466,5074,0,111,0,0,ITI,ITI1,9,Toscana
2021-02-25,VEN,7903,3345,4558,7022,576,305,0,0,ITH,ITH3,5,Veneto
2021-08-01,PIE,27489,14562,12927,8506,18296,687,0,0,ITC,ITC1,1,Piemonte
2021-01-21,PUG,2133,905,1228,1214,849,70,0,0,ITF,ITF4,16,Puglia
2021-01-22,ABR,118,57,61,118,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-02-22,VDA,318,95,223,244,72,2,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-28,CAM,15564,7509,8055,13539,1600,425,0,0,ITF,ITF3,15,Campania
2021-06-12,EMR,41395,21891,19504,35372,4878,1145,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-12,PAT,5431,2718,2713,517,4864,50,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-07-11,MAR,10399,5220,5179,1621,8639,139,0,0,ITI,ITI3,11,Marche
2021-08-22,CAL,1524,768,756,484,1020,20,0,0,ITF,ITF6,18,Calabria
2021-10-11,UMB,2033,1014,1019,638,451,53,323,568,ITI,ITI2,10,Umbria
2021-03-09,VEN,16567,7459,9108,9927,6124,516,0,0,ITH,ITH3,5,Veneto
2021-04-05,MAR,5703,2367,3336,4343,1267,93,0,0,ITI,ITI3,11,Marche
2021-04-23,PIE,27277,12529,14748,19813,6494,970,0,0,ITC,ITC1,1,Piemonte
2021-08-12,BAS,3915,1996,1919,1677,2154,84,0,0,ITF,ITF5,17,Basilicata
2021-02-05,ABR,1535,521,1014,773,745,17,0,0,ITF,ITF1,13,Abruzzo
2021-02-28,TOS,1665,669,996,884,710,71,0,0,ITI,ITI1,9,Toscana
2021-03-04,EMR,16482,5360,11122,13287,2924,271,0,0,ITH,ITH5,8,Emilia-Romagna
2021-05-01,PUG,27766,12716,15050,16743,10670,353,0,0,ITF,ITF4,16,Puglia
2021-06-05,SAR,17888,8441,9447,11294,6447,147,0,0,ITG,ITG2,20,Sardegna
2021-09-08,VEN,28034,14796,13238,5436,21782,816,0,0,ITH,ITH3,5,Veneto
2021-02-19,MOL,171,95,76,168,2,1,0,0,ITF,ITF2,14,Molise
2021-02-23,VEN,7384,3253,4131,6828,261,295,0,0,ITH,ITH3,5,Veneto
2021-04-19,MAR,9610,4504,5106,7894,1581,135,0,0,ITI,ITI3,11,Marche
2021-05-31,CAL,15306,7351,7955,7327,7896,83,0,0,ITF,ITF6,18,Calabria
2021-07-20,UMB,8280,4110,4170,1102,7089,89,0,0,ITI,ITI2,10,Umbria
2021-08-26,BAS,2524,1278,1246,1117,1339,68,0,0,ITF,ITF5,17,Basilicata
2021-09-27,LIG,5692,3111,2581,2672,2801,121,50,48,ITC,ITC3,7,Liguria
2021-01-16,LIG,1280,559,721,1159,0,121,0,0,ITC,ITC3,7,Liguria
2021-02-25,SAR,2948,1277,1671,2274,586,88,0,0,ITG,ITG2,20,Sardegna
2021-05-16,ABR,9585,4136,5449,5666,3794,125,0,0,ITF,ITF1,13,Abruzzo
2021-05-31,VEN,31657,16247,15410,20909,9855,893,0,0,ITH,ITH3,5,Veneto
2021-07-20,CAM,40111,19784,20327,6068,33308,735,0,0,ITF,ITF3,15,Campania
2021-08-02,PAB,2151,1288,863,1181,860,110,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-08-09,PUG,28139,14530,13609,11310,15891,938,0,0,ITF,ITF4,16,Puglia
2021-10-04,PAT,2271,1192,1079,732,907,39,111,482,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-16,LOM,22647,12719,9928,6589,10931,780,430,3917,ITC,ITC4,3,Lombardia
2021-01-04,CAM,5827,2962,2865,5726,0,101,0,0,ITF,ITF3,15,Campania
2021-02-01,LAZ,5698,2191,3507,466,5218,14,0,0,ITI,ITI4,12,Lazio
2021-02-11,TOS,5428,2039,3389,5131,186,111,0,0,ITI,ITI1,9,Toscana
2021-03-02,FVG,4244,1529,2715,2598,1445,201,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-21,PAT,136,74,62,124,0,12,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-05-16,VDA,690,342,348,342,333,15,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-28,MAR,14198,7369,6829,3258,10694,246,0,0,ITI,ITI3,11,Marche
2021-08-15,PIE,6629,3664,2965,5067,1268,294,0,0,ITC,ITC1,1,Piemonte
2021-01-30,EMR,10100,3530,6570,333,9763,4,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-03,PUG,50804,24642,26162,30566,19388,850,0,0,ITF,ITF4,16,Puglia
2021-06-04,ABR,15644,7391,8253,10746,4688,210,0,0,ITF,ITF1,13,Abruzzo
2021-06-27,MAR,9952,4819,5133,4487,5279,186,0,0,ITI,ITI3,11,Marche
2021-07-14,PAB,878,458,420,455,355,68,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-08-07,VDA,748,441,307,307,422,19,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-08,CAL,4220,2146,2074,1486,2697,37,0,0,ITF,ITF6,18,Calabria
2021-09-01,PIE,18657,9643,9014,6820,11110,727,0,0,ITC,ITC1,1,Piemonte
2021-09-10,CAM,18489,9439,9050,8281,9281,927,0,0,ITF,ITF3,15,Campania
2021-10-23,PAT,517,311,206,125,367,6,1,18,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-03,BAS,982,518,464,139,329,24,56,434,ITF,ITF5,17,Basilicata
2021-02-22,BAS,1803,781,1022,1732,51,20,0,0,ITF,ITF5,17,Basilicata
2021-03-14,SAR,615,380,235,604,1,10,0,0,ITG,ITG2,20,Sardegna
2021-03-24,MOL,1658,663,995,1208,401,49,0,0,ITF,ITF2,14,Molise
2021-08-27,LOM,35761,19228,16533,18578,14576,2607,0,0,ITC,ITC4,3,Lombardia
2021-10-21,TOS,18206,8232,9974,1932,5839,279,539,9617,ITI,ITI1,9,Toscana
2020-12-30,SIC,231,140,91,230,0,1,0,0,ITG,ITG1,19,Sicilia
2021-02-09,TOS,4534,1485,3049,3826,586,122,0,0,ITI,ITI1,9,Toscana
2021-02-20,UMB,290,104,186,265,25,0,0,0,ITI,ITI2,10,Umbria
2021-04-05,PAB,306,147,159,25,280,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-05-24,PIE,28769,13301,15468,16686,11652,431,0,0,ITC,ITC1,1,Piemonte
2021-06-19,SAR,15353,7519,7834,9095,6119,139,0,0,ITG,ITG2,20,Sardegna
2021-09-11,PUG,4630,2524,2106,1162,3259,209,0,0,ITF,ITF4,16,Puglia
2021-03-09,PAT,1676,621,1055,992,636,48,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-11,EMR,15286,6941,8345,11897,3025,364,0,0,ITH,ITH5,8,Emilia-Romagna
2021-04-19,PAB,1876,860,1016,1579,180,117,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-05-28,VDA,979,416,563,554,406,19,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-01,VEN,27932,14953,12979,11039,16328,565,0,0,ITH,ITH3,5,Veneto
2021-08-13,PAT,6000,3401,2599,2644,3201,155,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-15,EMR,20061,10688,9373,4668,14781,612,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-23,PAB,2255,1187,1068,1681,548,6,14,6,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-23,UMB,3885,1739,2146,2189,1654,42,0,0,ITI,ITI2,10,Umbria
2021-05-04,ABR,10855,5094,5761,7035,3625,195,0,0,ITF,ITF1,13,Abruzzo
2021-05-17,LAZ,44692,20467,24225,35383,8577,732,0,0,ITI,ITI4,12,Lazio
2021-05-24,SAR,14501,7268,7233,8383,5984,134,0,0,ITG,ITG2,20,Sardegna
2021-05-27,MAR,13739,6821,6918,9214,4272,253,0,0,ITI,ITI3,11,Marche
2021-08-27,UMB,4639,2427,2212,1525,3007,107,0,0,ITI,ITI2,10,Umbria
2021-10-03,BAS,998,553,445,278,665,45,10,0,ITF,ITF5,17,Basilicata
2021-10-28,SAR,4935,2438,2497,510,1243,35,333,2814,ITG,ITG2,20,Sardegna
2021-02-17,VDA,329,146,183,228,96,5,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-21,TOS,29653,12692,16961,16876,12125,652,0,0,ITI,ITI1,9,Toscana
2021-04-23,VEN,31334,13868,17466,21336,8657,1341,0,0,ITH,ITH3,5,Veneto
2021-06-07,EMR,40587,20835,19752,33395,6235,957,0,0,ITH,ITH5,8,Emilia-Romagna
2021-06-15,PAB,2051,1189,862,505,1513,33,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-06-17,PAT,6758,3568,3190,2090,4487,181,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-23,FVG,819,325,494,15,804,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-11,CAM,6292,2715,3577,5900,74,318,0,0,ITF,ITF3,15,Campania
2021-02-13,SAR,1458,563,895,1402,2,54,0,0,ITG,ITG2,20,Sardegna
2021-03-08,ABR,5154,1694,3460,4080,967,107,0,0,ITF,ITF1,13,Abruzzo
2021-03-31,MAR,7378,3089,4289,4260,3016,102,0,0,ITI,ITI3,11,Marche
2021-04-14,LIG,13093,5676,7417,10687,2200,206,0,0,ITC,ITC3,7,Liguria
2021-07-01,UMB,9761,4826,4935,3302,6291,168,0,0,ITI,ITI2,10,Umbria
2021-07-20,SAR,16146,7931,8215,3645,12391,110,0,0,ITG,ITG2,20,Sardegna
2021-08-07,BAS,4520,2378,2142,1360,3097,63,0,0,ITF,ITF5,17,Basilicata
2021-09-04,MAR,5446,2973,2473,1643,3617,186,0,0,ITI,ITI3,11,Marche
2021-02-03,VDA,354,116,238,30,323,1,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-23,TOS,7760,3340,4420,7184,160,416,0,0,ITI,ITI1,9,Toscana
2021-04-09,VEN,31210,13769,17441,21860,8297,1053,0,0,ITH,ITH3,5,Veneto
2021-04-16,CAL,10380,5068,5312,8660,1653,67,0,0,ITF,ITF6,18,Calabria
2021-06-01,PAB,3693,2395,1298,2043,1480,170,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-01,PAT,7168,3750,3418,3583,3353,232,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-03,EMR,38540,20285,18255,15541,22234,765,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-13,VEN,25642,14256,11386,3271,22058,313,0,0,ITH,ITH3,5,Veneto
2021-11-05,PAB,2574,1237,1337,380,905,0,167,1122,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-08,UMB,696,220,476,91,604,1,0,0,ITI,ITI2,10,Umbria
2021-04-04,LAZ,17681,8209,9472,12239,5261,181,0,0,ITI,ITI4,12,Lazio
2021-04-09,CAM,29948,14084,15864,23121,6105,722,0,0,ITF,ITF3,15,Campania
2021-04-11,SAR,5422,2454,2968,4270,1120,32,0,0,ITG,ITG2,20,Sardegna
2021-06-24,PIE,39045,19577,19468,18274,20140,631,0,0,ITC,ITC1,1,Piemonte
2021-07-15,UMB,10583,5181,5402,579,9903,101,0,0,ITI,ITI2,10,Umbria
2021-08-11,PUG,24232,12517,11715,12245,10892,1095,0,0,ITF,ITF4,16,Puglia
2021-09-15,SAR,10216,5543,4673,2043,8062,111,0,0,ITG,ITG2,20,Sardegna
2021-10-23,SIC,10741,5966,4775,2507,5496,214,623,1901,ITG,ITG1,19,Sicilia
2021-02-18,CAL,1906,889,1017,1653,233,20,0,0,ITF,ITF6,18,Calabria
2021-04-01,VDA,779,394,385,740,12,27,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-05,MOL,392,190,202,290,99,3,0,0,ITF,ITF2,14,Molise
2021-05-05,PAT,5068,2619,2449,4379,305,384,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-06-03,TOS,32072,15460,16612,27202,4529,341,0,0,ITI,ITI1,9,Toscana
2021-06-05,VEN,46892,24154,22738,37192,8062,1638,0,0,ITH,ITH3,5,Veneto
2021-07-28,PAB,1455,794,661,859,483,113,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-09,PAT,915,566,349,447,391,20,3,54,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-24,ABR,50,22,28,6,44,0,0,0,ITF,ITF1,13,Abruzzo
2021-02-06,LAZ,6340,2593,3747,976,5277,87,0,0,ITI,ITI4,12,Lazio
2021-03-16,PIE,10379,4208,6171,4515,5695,169,0,0,ITC,ITC1,1,Piemonte
2021-05-19,UMB,9436,4220,5216,5599,3740,97,0,0,ITI,ITI2,10,Umbria
2021-06-05,CAM,77652,37596,40056,70533,5923,1196,0,0,ITF,ITF3,15,Campania
2021-06-07,SAR,12570,6146,6424,9433,3004,133,0,0,ITG,ITG2,20,Sardegna
2021-06-15,PUG,42810,20923,21887,22422,19708,680,0,0,ITF,ITF4,16,Puglia
2021-07-23,MAR,15543,8279,7264,2551,12759,233,0,0,ITI,ITI3,11,Marche
2021-08-20,PIE,16904,9085,7819,10575,5569,760,0,0,ITC,ITC1,1,Piemonte
2021-08-27,PAT,3847,2091,1756,958,2791,98,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-06,CAM,13898,7805,6093,1583,5093,227,2868,4127,ITF,ITF3,15,Campania
2020-12-27,BAS,107,41,66,107,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-26,MOL,450,184,266,9,441,0,0,0,ITF,ITF2,14,Molise
2021-04-23,CAM,32364,15539,16825,22445,9077,842,0,0,ITF,ITF3,15,Campania
2021-05-10,SAR,9956,4420,5536,7210,2548,198,0,0,ITG,ITG2,20,Sardegna
2021-06-28,VDA,996,501,495,327,664,5,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-10-22,ABR,3690,1873,1817,663,1430,41,141,1415,ITF,ITF1,13,Abruzzo
2021-10-23,LOM,21226,10827,10399,3052,9310,480,403,7981,ITC,ITC4,3,Lombardia
2021-10-23,VEN,7543,3947,3596,1279,3728,164,217,2155,ITH,ITH3,5,Veneto
2021-01-28,VEN,9220,2669,6551,351,8856,13,0,0,ITH,ITH3,5,Veneto
2021-02-04,FVG,2748,818,1930,81,2664,3,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-22,ABR,6739,3254,3485,4828,1731,180,0,0,ITF,ITF1,13,Abruzzo
2021-05-15,MAR,14121,6444,7677,7847,6018,256,0,0,ITI,ITI3,11,Marche
2021-06-26,CAL,15599,7210,8389,7572,7943,84,0,0,ITF,ITF6,18,Calabria
2021-07-16,PUG,46714,22678,24036,12937,32870,907,0,0,ITF,ITF4,16,Puglia
2021-07-20,PIE,38859,20440,18419,5793,32473,593,0,0,ITC,ITC1,1,Piemonte
2021-09-21,BAS,3108,1702,1406,635,2374,54,42,3,ITF,ITF5,17,Basilicata
2021-11-09,LOM,36088,16256,19832,2348,5806,242,1612,26080,ITC,ITC4,3,Lombardia
2021-01-30,SAR,3946,1426,2520,397,3546,3,0,0,ITG,ITG2,20,Sardegna
2021-03-14,SIC,8786,3932,4854,4889,3830,67,0,0,ITG,ITG1,19,Sicilia
2021-05-05,UMB,7305,3343,3962,3824,3369,112,0,0,ITI,ITI2,10,Umbria
2021-05-06,MOL,2765,1252,1513,2064,617,84,0,0,ITF,ITF2,14,Molise
2021-04-11,PIE,20741,9279,11462,18008,2112,621,0,0,ITC,ITC1,1,Piemonte
2021-05-18,PAB,3375,1775,1600,2089,1177,109,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-06-11,VDA,1048,484,564,751,283,14,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-31,ABR,11742,6342,5400,3467,8058,217,0,0,ITF,ITF1,13,Abruzzo
2021-08-01,LOM,53155,28439,24716,27359,24229,1567,0,0,ITC,ITC4,3,Lombardia
2021-08-23,MAR,6196,3341,2855,2286,3640,270,0,0,ITI,ITI3,11,Marche
2021-09-01,LIG,8541,4500,4041,2693,5742,106,0,0,ITC,ITC3,7,Liguria
2021-10-04,CAL,5936,3094,2842,2099,3512,154,127,44,ITF,ITF6,18,Calabria
2021-11-01,LAZ,7234,3816,3418,815,2901,85,121,3312,ITI,ITI4,12,Lazio
2021-01-04,EMR,7320,2529,4791,7095,0,225,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-04,PIE,5639,1705,3934,5455,0,184,0,0,ITC,ITC1,1,Piemonte
2021-04-18,LAZ,23880,10613,13267,15802,7658,420,0,0,ITI,ITI4,12,Lazio
2021-08-15,CAM,1127,643,484,216,903,8,0,0,ITF,ITF3,15,Campania
2021-10-16,FVG,3816,2081,1735,1163,2070,43,83,457,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-06,SIC,14008,7608,6400,2025,5773,165,1611,4434,ITG,ITG1,19,Sicilia
2021-03-20,BAS,1312,579,733,280,1022,10,0,0,ITF,ITF5,17,Basilicata
2021-04-23,LOM,73666,33381,40285,55644,16319,1703,0,0,ITC,ITC4,3,Lombardia
2021-06-17,TOS,32645,16726,15919,26664,5558,423,0,0,ITI,ITI1,9,Toscana
2021-08-08,FVG,4364,2370,1994,1936,2324,104,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-25,SIC,7465,3696,3769,299,7161,5,0,0,ITG,ITG1,19,Sicilia
2021-06-10,LIG,18923,9753,9170,13104,5651,168,0,0,ITC,ITC3,7,Liguria
2021-10-06,CAM,15813,8056,7757,4423,5291,466,149,5484,ITF,ITF3,15,Campania
2021-10-31,MAR,591,322,269,91,248,19,53,180,ITI,ITI3,11,Marche
2021-02-19,MAR,2002,739,1263,1825,133,44,0,0,ITI,ITI3,11,Marche
2021-04-30,FVG,7462,3294,4168,3656,3576,230,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-06-13,ABR,9848,4925,4923,7844,1835,169,0,0,ITF,ITF1,13,Abruzzo
2021-06-28,BAS,3641,1747,1894,2110,1506,25,0,0,ITF,ITF5,17,Basilicata
2021-07-28,MOL,2472,1311,1161,1158,1279,35,0,0,ITF,ITF2,14,Molise
2021-08-17,CAL,7690,3919,3771,2757,4830,103,0,0,ITF,ITF6,18,Calabria
2021-09-25,TOS,21022,11646,9376,5689,14372,634,275,52,ITI,ITI1,9,Toscana
2021-01-25,UMB,679,336,343,5,674,0,0,0,ITI,ITI2,10,Umbria
2021-04-28,PIE,25979,11710,14269,15300,9963,716,0,0,ITC,ITC1,1,Piemonte
2021-05-05,SIC,26416,12237,14179,16293,9660,463,0,0,ITG,ITG1,19,Sicilia
2021-09-02,VDA,520,271,249,88,416,16,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-18,LIG,3045,1705,1340,1692,1246,107,0,0,ITC,ITC3,7,Liguria
2021-10-07,PUG,10496,5447,5049,3340,5475,625,545,511,ITF,ITF4,16,Puglia
2021-03-19,LIG,5308,2240,3068,2105,3096,107,0,0,ITC,ITC3,7,Liguria
2021-10-18,LAZ,14967,7852,7115,3146,6059,275,223,5264,ITI,ITI4,12,Lazio
2021-10-23,CAM,12185,6604,5581,2356,4497,345,1864,3123,ITF,ITF3,15,Campania
2021-11-05,MOL,1251,587,664,89,186,1,254,721,ITF,ITF2,14,Molise
2021-01-18,PIE,6199,2060,4139,5628,246,325,0,0,ITC,ITC1,1,Piemonte
2021-03-22,ABR,4347,1911,2436,2311,1957,79,0,0,ITF,ITF1,13,Abruzzo
2021-05-10,LOM,85334,40914,44420,61729,21155,2450,0,0,ITC,ITC4,3,Lombardia
2021-05-19,SIC,42927,20784,22143,28214,14294,419,0,0,ITG,ITG1,19,Sicilia
2021-03-02,SIC,14792,6386,8406,11883,2730,179,0,0,ITG,ITG1,19,Sicilia
2021-03-08,VDA,488,233,255,245,238,5,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-23,UMB,6770,2869,3901,3294,3258,218,0,0,ITI,ITI2,10,Umbria
2021-05-30,ABR,8661,4105,4556,5330,3250,81,0,0,ITF,ITF1,13,Abruzzo
2021-08-12,VDA,378,204,174,119,247,12,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-27,TOS,16470,8819,7651,7888,8041,541,0,0,ITI,ITI1,9,Toscana
2021-03-09,SAR,5569,2759,2810,4737,729,103,0,0,ITG,ITG2,20,Sardegna
2021-05-12,EMR,38981,18314,20667,28234,9639,1108,0,0,ITH,ITH5,8,Emilia-Romagna
2021-08-11,MAR,7571,4099,3472,3175,4151,245,0,0,ITI,ITI3,11,Marche
2021-08-13,SAR,9952,5420,4532,6305,3518,129,0,0,ITG,ITG2,20,Sardegna
2021-09-08,PAT,1567,789,778,492,1042,33,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-04,SIC,8905,4433,4472,8845,0,60,0,0,ITG,ITG1,19,Sicilia
2021-02-25,UMB,1372,518,854,1300,54,18,0,0,ITI,ITI2,10,Umbria
2021-04-03,ABR,5164,2258,2906,3484,1594,86,0,0,ITF,ITF1,13,Abruzzo
